taxonID,nameID,accordingToID,status,referenceID,remarks
123,125,,synonym,,"A junior subjective synonym of Stenolechia lunaki Rebel, 1940 (Bidzilya & Li 2010a: 247, 249 (Agnippe))."
126,127,,synonym,,
128,129,,synonym,,
130,131,,synonym,,
132,133,,synonym,,
134,135,,synonym,,
136,137,,synonym,,
138,139,,synonym,,
138,140,,synonym,,"A junior subjective synonym of Lita pseudolella Christoph, 1888 (Park 1996b: 63 (Evippe))."
141,142,,synonym,,
145,146,,synonym,,
148,149,,synonym,,
150,151,,synonym,,
153,154,,synonym,,"A junior subjective synonym of Agonochaetia Povolný, 1965 (Sattler 1968: 119)."
155,156,,synonym,,
157,158,,synonym,,
164,165,,synonym,,
164,166,,synonym,,"A junior subjective synonym of Gelechia terrestrella Zeller, 1872 (Sattler 1961e: 301 (Gelechia))."
164,167,,synonym,,"An incorrect subsequent spelling of Gelechia muestairella Müller-Rutz, 1922."
172,173,,synonym,,
172,174,,synonym,,"An incorrect subsequent spelling of Telphusa lathridia Meyrick, 1909."
180,181,,synonym,,
182,183,,synonym,,
182,184,,synonym,,"A junior subjective synonym of Teleia mersinella Staudinger, 1879 (LepIndex (Carpatolechia))."
182,185,,synonym,,"A junior subjective synonym of Teleia mersinella Staudinger, 1879 (LepIndex, Park 1996b: 62 (Stenolechia)). [Not recorded by Popescu-Gorj, 1992.]"
182,186,,synonym,,"An unnecessary objective replacement name for Teleia melanostictella Ragonot, 1895, which is not a junior primary homonym of Gelechia (Teleia ?) melanostictella Zeller, 1877, and not congeneric with it."
182,187,,synonym,,"A junior subjective synonym of Teleia mersinella Staudinger, 1879 (Amsel 1940: 47 (Telphusa))."
188,189,,synonym,,
190,191,,synonym,,
190,192,,synonym,,"An incorrect subsequent spelling of Gelechia perspersella Wocke, 1862."
190,193,,synonym,,"A junior subjective synonym of Gelechia perspersella Wocke, 1862 (Krogerus & al. 1971: 20 (Altenia))."
194,195,,synonym,,
196,197,,synonym,,
196,198,,synonym,,"A junior subjective synonym of Gelechia wagneriella Rebel, 1926, (Sattler 1982: 16 (Telphusa))."
199,200,,synonym,,"An incorrect subsequent spelling of Amblypalpis Ragonot, 1886."
202,203,,synonym,,"A junior subjective synonym of Amblypalpis tamaricella Danilevsky, 1955 (Piskunov & Solodovnikov 2014: 37 (Amblypalpis))."
205,206,,synonym,,
205,207,,synonym,,"A junior subjective synonym of Chelaria loxosaris Meyrick, 1918. Syn. nov."
208,209,,synonym,,"An incorrect subsequent spelling of Anacampsis Curtis, 1827."
208,210,,synonym,,"A junior objective synonym of Anacampsis Curtis, 1827."
208,211,,synonym,,"An incorrect subsequent spelling of Tachyptilia Heinemann, 1870."
208,212,,synonym,,"An incorrect subsequent spelling of Tachyptilia Heinemann, 1870."
208,213,,synonym,,"An incorrect subsequent spelling of Tachyptilia Heinemann, 1870."
208,214,,synonym,,"An incorrect subsequent spelling of Tachyptilia Heinemann, 1870."
208,215,,synonym,,"A junior subjective synonym of Anacampsis Curtis, 1827 (Meyrick 1918a: 138, Busck 1919b: 96)."
208,216,,synonym,,"An incorrect subsequent spelling of Tachyptilia Heinemann, 1870."
208,217,,synonym,,"An incorrect subsequent spelling of Agriastis Meyrick, 1914."
208,218,,synonym,,"An incorrect subsequent spelling of Tachyptilia Heinemann, 1870."
208,219,,synonym,,"An incorrect subsequent spelling of Tachyptilia Heinemann, 1870."
208,220,,synonym,,"An incorrect subsequent spelling of Tachyptilia Heinemann, 1870."
208,221,,synonym,,"An incorrect subsequent spelling of Tachyptilia Heinemann, 1870."
208,222,,synonym,,"An incorrect subsequent spelling of Anacampsis Curtis, 1827."
224,225,,synonym,,
224,226,,synonym,,"A junior subjective synonym of Gelechia agrimoniella Clemens, 1860 (Zeller 1873: 275 (Gelechia (Anacampsis))."
224,227,,synonym,,"An incorrect subsequent spelling of Gelechia aduncella Zeller, 1868. Chambers 1874 ?"
224,228,,synonym,,"An incorrect subsequent spelling of Gelechia aduncella Zeller, 1868."
229,230,,synonym,,
232,233,,synonym,,
232,234,,synonym,,"An incorrect (of a multiple) original spelling of Tinea blattariella Hübner, 1796."
232,235,,synonym,,
232,236,,synonym,,"An unjustified emendation of Tinea blattariella Hübner, 1796."
232,237,,synonym,,"A junior subjective synonym of Tinea blattariella Hübner, 1796 (Leraut 1980: 80 (Anacampsis))."
232,238,,synonym,,"A junior subjective synonym of Tinea blattariella Hübner, 1796 (Sattler 1961d: 116 (Anacampsis))."
240,241,,synonym,,
242,243,,synonym,,
245,246,,synonym,,
247,248,,synonym,,
247,249,,synonym,,"A junior subjective synonym of Gelechia conclusella Walker, 1864 (Walsingham 1882: 179 (Gelechia (Lita ?)). Valid species (Braun 1930: 8)."
252,253,,synonym,,
252,254,,synonym,,"A junior subjective synonym of Gelechia (Tachyptilia) consonella Zeller, 1873 (Harrison & Berenbaum 2014: 553 (Anacampsis)). Proposed as '4 maculella'."
252,255,,synonym,,"A junior subjective synonym of Gelechia Gelechia (Tachyptilia) consonella Zeller, 1873 (Harrison & Berenbaum 2014: 553 (Anacampsis))."
256,257,,synonym,,"An incorrect subsequent spelling of Anacampsis cornifer Walsingham, 1897."
260,261,,synonym,,
265,266,,synonym,,
265,267,,synonym,,"A junior subjective synonym of Gelechia (Ceratophora) fullonella Zeller, 1873 (Busck [1903a]: 510 (Anacampsis))."
265,268,,synonym,,"A junior subjective synonym of Gelechia (Ceratophora) fullonella Zeller, 1873 (Busck [1903a]: 510 (Anacampsis))."
265,269,,synonym,,"A junior subjective synonym of Gelechia (Ceratophora) fullonella Zeller, 1873 (Hodges 1986c: 14 (Dichomeris))."
265,270,,synonym,,"A junior subjective synonym of Gelechia rufusella Chambers, 1874 (Walsingham 1882: 184 (Gelechia (Trichotaphe ?)), Gelechia (Ceratophora) fullonella Zeller, 1873 (Busck [1903a]: 510 (Anacampsis))."
265,271,,synonym,,"An unjustified emendation of Gelechia rufusella Chambers, 1874."
272,273,,synonym,,
274,275,,synonym,,
278,279,,synonym,,
278,280,,synonym,,"An incorrect subsequent spelling of Gelechia (Tachyptilia) innocuella Zeller, 1873."
281,282,,synonym,,
284,285,,synonym,,
284,286,,synonym,,"An unavailable name that does not meet the availability criteria of the Code (Edn 4); it was subsequently made nomenclaturally available by Amsel, 1935."
287,288,,synonym,,
287,289,,synonym,,"An unavailable name that does not meet the availability criteria of the Code (Edn 4); it was subsequently made nomenclaturally available by Busck, 1903c."
290,291,,synonym,,
290,292,,synonym,,"An unjustified emendation of Gelechia lacteusochrella Chambers, 1875."
296,297,,synonym,,
298,299,,synonym,,
298,300,,synonym,,"A junior subjective synonym of Compsolechia lignaria Meyrick, 1926 (Park 1988: 147 (Anacampsis))."
302,303,,synonym,,
305,306,,synonym,,
312,313,,synonym,,
314,315,,synonym,,
316,317,,synonym,,
319,320,,synonym,,
319,321,,synonym,,"A junior subjective synonym of Tinea obscurella [Denis & Schiffermüller], 1775 (Fischer von Röslerstamm [1841]: 220 (Lita))."
319,322,,synonym,,An unavailable name that was first published in synonymy under Lita subsequella (Hübner) and was not subsequently made nomenclaturally available.
325,326,,synonym,,
327,328,,synonym,,
333,334,,synonym,,
333,335,,synonym,,"A junior subjective synonym of Gelechia pomaceella Walker, 1864. Syn. nov., Comb. nov."
336,337,,synonym,,
336,338,,synonym,,"A junior subjective synonym of Phalaena populella Clerck, 1759 (Charpentier 1821: 178 (Tinea))."
336,339,,synonym,,"A junior subjective synonym of Phalaena populella Clerck, 1759 (Wocke 1871: 299 (Tachyptilia), Karsholt & Nielsen 1976: 247 (Anacampsis))."
336,340,,synonym,,"An unjustified emendation of Phalaena populella Clerck, 1759."
336,341,,synonym,,"A junior subjective synonym of Phalaena populella Clerck, 1759 (Douglas 1849: 174 (Gelechia))."
336,342,,synonym,,"A junior subjective synonym of Phalaena populella Clerck, 1759 (Wocke 1861: 112 (Gelechia))."
336,343,,synonym,,An unavailable name used in error on pl. 296 but corrected by Duponchel in a footnote under tremulella on page 272.
336,344,,synonym,,
336,345,,synonym,,"A junior subjective synonym of Phalaena populella Clerck, 1759. Syn. nov."
336,346,,synonym,,"A junior subjective synonym of Tachystilia [sic!] populella fuscatella Bentinck, 1934 (Sattler 1961d: 115 (Anacampsis)), Phalaena populella Clerck, 1759. Syn. nov."
336,347,,synonym,,An unavailable infrasubspecific name.
336,348,,synonym,,"An unavailable name that does not meet the availability criteria of the Code (Edn 4); it was not subsequently made nomenclaturally available. (Vives 1992: 128, 266, 1994: 118, 2014: 160)."
349,350,,synonym,,
355,356,,synonym,,
359,360,,synonym,,
359,361,,synonym,,"A junior subjective synonym of Agriastis scalata Meyrick, 1914 (Clarke 1969a: 238 (Anacampsis))."
362,363,,synonym,,
362,364,,synonym,,"An incorrect subsequent spelling of Lita scintillella Fischer von Röslerstamm, [1841]."
362,365,,synonym,,"A junior subjective synonym of Lita scintillella Fischer von Röslerstamm, [1841] (Wocke 1861: 113 with ‘?’ (Gelechia))."
362,366,,synonym,,"A junior subjective synonym of Lita scintillella Fischer von Röslerstamm, [1841] (Wocke 1861: 113 with ‘?’ (Gelechia))."
362,367,,synonym,,
368,369,,synonym,,
368,370,,synonym,,"A junior subjective synonym of Tachyptilia solemnella Christoph, 1882 (Moriuti 1982: 1: 281; 2: 213, 452 (Compsolechia))."
371,372,,synonym,,
371,373,,synonym,,"A junior subjective synonym of Gelechia temerella Lienig & Zeller, 1846 (Douglas 1852a: 248 (Gelechia))."
374,375,,synonym,,
376,377,,synonym,,
376,378,,synonym,,"A junior subjective synonym of Tachyptilia timidella Wocke, 1887 (Karsholt 1995: 150 (Anacampsis))."
376,379,,synonym,,"A junior subjective synonym of Tachyptilia timidella Wocke, 1887 (Karsholt 1995: 150 (Anacampsis))."
376,380,,synonym,,"A junior subjective synonym of Tachyptilia timidella Wocke, 1887 (Karsholt & al. 1996: 311 (Anacampsis), Park 1996b: 64 (Anacampsis))."
383,384,,synonym,,
385,386,,synonym,,
387,388,,synonym,,
390,391,,synonym,,
392,393,,synonym,,
396,397,,synonym,,
398,399,,synonym,,"A junior subjective synonym of Anarsia Zeller, 1839 (Amsel 1967: 25), (Ponomarenko 1997a: 50 (gen. rev.))."
401,402,,synonym,,"A junior subjective synonym of Anarsia acerata Meyrick, 1913 (Bae & al. 2016: 234 (Anarsia))"
404,405,,synonym,,"A junior subjective synonym of Anarsia agricola Walsingham, 1891. Syn. nov."
413,414,,synonym,,"An incorrect subsequent spelling of Anarsia arachniota Meyrick, 1925."
420,421,,synonym,,
422,423,,synonym,,
422,424,,synonym,,
422,425,,synonym,,"A junior subjective synonym of Nothris bilbainella Rössler, 1877 (Vives 2014: 163 (Anarsia))."
422,426,,synonym,,"A junior subjective synonym of Nothris bilbainella Rössler, 1877 (Vives 2014: 163 (Anarsia))."
422,427,,synonym,,"An incorrect (of a multiple) original spelling of Anarsia ovilella Réal, 1994. There is evidence that the spelling oviletta is an inadvertent error; it is used only once (on page 6), whilst the spelling ovilella is used many times consistently in the main text and keys."
422,428,,synonym,,"An incorrect subsequent spelling of Anarsia infundibulella Réal, 1994; also incorrect in Leraut 1997: 125."
429,430,,synonym,,"A junior subjective synonym of Anarsia bimaculata Ponomarenko, 1989 (Bae & al. 2016: 227)."
431,432,,synonym,,
431,433,,synonym,,"An incorrect subsequent spelling of Chelaria bipinnata Meyrick, 1932."
438,439,,synonym,,"An incorrect subsequent spelling of Anarsia carbonaria Meyrick, 1913."
440,441,,synonym,,
444,445,,synonym,,"An incorrect subsequent spelling of Anarsia citromitra Meyrick, 1921."
448,449,,synonym,,
454,455,,synonym,,
456,457,,synonym,,"A junior subjective synonym of Anarsia dryinopa Lower, 1897 (Hoare 2010: 89 (Anarsia))."
465,466,,synonym,,
473,474,,synonym,,"A junior subjective synonym of Anarsia gravata Meyrick, 1911 (Janse 1949: 27 (Anarsia))."
473,475,,synonym,,"An incorrect subsequent spelling of Anarsia gravata Meyrick, 1911."
486,487,,synonym,,"An incorrect subsequent spelling of Anarsia isogona Meyrick, 1913."
495,496,,synonym,,"An unused senior subjective synonym of Anarsia lineatella Zeller, 1839, that should not now be brought into use (Code (Edn 4), Article 23.9.1)."
495,497,,synonym,,"A junior subjective synonym of Anarsia lineatella Zeller, 1839 (Chambers 1872: 208 (Anarsia))."
495,498,,synonym,,"A junior subjective synonym of Anarsia lineatella Zeller, 1839 (Ponomarenko 1997a: 52 (Ananarsia))."
495,499,,synonym,,"A junior subjective synonym of Anarsia lineatella Zeller, 1839 (Ponomarenko 1997a: 52 (Ananarsia))."
506,507,,synonym,,
515,516,,synonym,,"An unavailable name that was attributed to Meyrick but does not meet the availability criteria of the Code (Edn 4), Article 12; it was not subsequently made nomenclaturally available."
520,521,,synonym,,
536,537,,synonym,,
543,544,,synonym,,
543,545,,synonym,,"An unused senior subjective synonym of Tinea spartiella Schrank, 1802 (Zeller 1876: 328 (Anarsia))."
543,546,,synonym,,"A junior subjective synonym of Tinea spartiella Schrank, 1802 (Stainton 1849: 12 (Anarsia))."
543,547,,synonym,,"A junior subjective synonym of Tinea spartiella Schrank, 1802 (Meyrick 1925c: 154 (Anarsia)), Réal 1994: 38, sp. rev., Nel 1997b: 39, syn. rev.)."
543,548,,synonym,,"An unjustified emendation of Anarsia genistae Stainton, 1854."
543,549,,synonym,,
543,550,,synonym,,"A junior subjective synonym of Tinea spartiella Schrank, 1802 (Nel 1997b: 39 (Anarsia))."
543,551,,synonym,,"A junior subjective synonym of Tinea spartiella Schrank, 1802 (Nel 1997b: 39 (Anarsia)). Holotype label data of Anarsia krausei Réal are confusing (Réal 1994: 5). The holotype can not simultaneously be from Germany and Switzerland. Type info. Réal p. 5."
543,552,,synonym,,"A junior subjective synonym of Tinea spartiella Schrank, 1802 (Nel 1997b: 39 (Anarsia)). Where did I find the type info???"
543,553,,synonym,,"A junior subjective synonym of Tinea spartiella Schrank, 1802 (Nel 1997b: 39 (Anarsia))."
543,554,,synonym,,"A junior subjective synonym of Tinea spartiella Schrank, 1802 (Nel 1997b: 39 (Anarsia)). No holotype designated."
543,555,,synonym,,"An incorrect (of a multiple) original spelling of Anarsia pseudospartiella Réal, 1994."
543,556,,synonym,,"A junior subjective synonym of Tinea spartiella Schrank, 1802 (Nel 1997b: 39 (Anarsia))."
560,561,,synonym,,"A junior subjective synonym of Anarsia stepposella Ponomarenko, 2002 (Falkovitsh & Bidzilya 2009: 83 (Anarsia))."
562,563,,synonym,,"An incorrect subsequent spelling of Anarsia sthenarota Meyrick, 1926."
570,571,,synonym,,
575,576,,synonym,,"An incorrect subsequent spelling of Anarsia tricornis Meyrick, 1913."
579,580,,synonym,,"An incorrect subsequent spelling of Anarsia ulneongensis Park & Ponomarenko, 1996."
586,587,,synonym,,
591,592,,synonym,,"An incorrect subsequent spelling of Anastreblotis calycopa Meyrick, 1927."
595,596,,synonym,,"An incorrect subsequent spelling of Angustialata Omelko, 1988."
597,598,,synonym,,"An incorrect subsequent spelling of Angustialata gemmellaformis M.M. Omelko, 1988."
603,604,,synonym,,
605,606,,synonym,,
612,613,,synonym,,
616,617,,synonym,,
621,622,,synonym,,"An incorrect subsequent spelling of Anthistarcha Meyrick, 1925."
624,625,,synonym,,
624,626,,synonym,,"A junior subjective synonym of Phthorimaea impudica Walsingham, 1911. Syn. nov."
624,627,,synonym,,"A junior subjective synonym of Phthorimaea impudica Walsingham, 1911. Syn. nov."
628,629,,synonym,,"A junior homonym of Paratelphusa Wood-Mason, 1876 (Crustacea); the objective replacement name is Antoniejanse Kemal & Koçak, 2005."
630,631,,synonym,,
632,633,,synonym,,
634,635,,synonym,,
636,639,,synonym,,"An unnecessary objective replacement name for Dactylota Snellen, 1876, a junior homonym; Dactylotula Cockerell, 1888, had already been established as an objective replacement name."
636,640,,synonym,,"An unavailable name that does not not meet the availability criteria of the Code (Edn 4), Article 12; it was subsequently made nomenclaturally available by Walsingham, 1904 (November)."
636,641,,synonym,,"A junior subjective synonym of Epiphthora Meyrick, 1888 (Meyrick 1911a: 229), Apatetris Staudinger, 1879 (Meyrick 1918a: 117)."
636,642,,synonym,,"A junior subjective synonym of Apatetris Staudinger, 1879 (Sakamaki 2000: 211)."
644,645,,synonym,,
646,647,,synonym,,
649,650,,synonym,,
653,654,,synonym,,
653,655,,synonym,,"A junior subjective synonym of Proactica halimilignella Walsingham, 1904 (Meyrick 1925c: 23 (Apatetris))."
656,657,,synonym,,
660,661,,synonym,,
662,663,,synonym,,
680,681,,synonym,,
686,687,,synonym,,
691,692,,synonym,,
695,696,,synonym,,
698,699,,synonym,,"An unnecessary objective replacement name for Apodia ouedella Chrétien, 1908."
704,705,,synonym,,"An incorrect subsequent spelling of Apotistatus Walsingham, 1904."
707,708,,synonym,,"A junior objective synonym of Aproaerema Durrant, 1897."
707,709,,synonym,,"A junior subjective synonym of Aproaerema Durrant, 1897 (Karsholt 1995: 149, Aarvik & al. 2017: 1, 71)."
707,710,,synonym,,"A junior homonym of Harpagus Vigors, 1824 (Aves) and senior subjective synonym of Syncopacma Meyrick, 1925 (Sattler 1973: 158, 207), which it followed into synonymy of Aproaerema Durrant, 1897."
707,711,,synonym,,"A junior subjective synonym of Syncopacma Meyrick, 1925 (Karsholt & Riedl 1996: 311)."
707,712,,synonym,,"An incorrect subsequent spelling of Syncopacma Meyrick, 1925."
707,713,,synonym,,"An incorrect subsequent spelling of Schuetzeia Spuler, 1910."
707,714,,synonym,,"An incorrect subsequent spelling of Syncopacma Meyrick, 1925."
716,717,,synonym,,
718,719,,synonym,,
720,721,,synonym,,
720,722,,synonym,,"A junior subjective synonym of Anacampsis azosterella Herrich-Schäffer, 1854 (Gozmány 1957a: 120 (Syncopacma)), Anacampsis albifrontella Heinemann, 1870 (Wolff 1958: 256 (Stomopteryx albifrontella f.))."
723,724,,synonym,,
723,725,,synonym,,
723,726,,synonym,,"An incorrect (of a multiple) original spelling of Anacampsis albipalpella Herrich-Schäffer, 1854."
723,727,,synonym,,"A junior subjective synonym of Anacampsis albipalpella Herrich-Schäffer, 1854 (Leraut 1997: 125 (Syncopacma))."
728,729,,synonym,,
730,731,,synonym,,
730,732,,synonym,,"A junior subjective synonym of Tinea anthyllidella Hübner, [1813] (Joannis 1915: 119 (Anacampsis))."
730,733,,synonym,,"A junior subjective synonym of Tinea anthyllidella Hübner, [1813]. 'very similar to anthyllidella' ? syn."
730,734,,synonym,,"A junior subjective synonym of Tinea anthyllidella Hübner, [1813] (Leraut 1997: 125 (Aproaerema)). Syn. - Iwaruna ?."
730,735,,synonym,,"An unavailable name that originated from Zeller and was communicated by Wocke to Heinemann, who recorded it under Anacampsis anthyllidella, not thereby making it available (Code (Edn 4), Article 11.6); it was subsequently used as a subspecies of S. anthyllidella by Euranto & al. (1957: 129) again without becoming available."
730,736,,synonym,,"A junior subjective synonym of Tinea anthyllidella Hübner, [1813] (Ivinskis & Piskunov 1994: 42 (Aproaerema)). earlier syn?"
730,737,,synonym,,"A junior subjective synonym of Tinea anthyllidella Hübner, [1813] (Meyrick 1895: 582 (Aproaerema))."
730,738,,synonym,,"A junior subjective synonym of Tinea anthyllidella Hübner, [1813] (Wolff 1958: 263 (Stomopteryx))."
730,739,,synonym,,"A junior subjective synonym of Tinea anthyllidella Hübner, [1813] (Svensson & al. 1987: L1(7): 9 (Aproaerema))."
730,740,,synonym,,"A junior subjective synonym of Tinea anthyllidella Hübner, [1813] (Amsel 1959c: 155 (Stomopteryx))."
730,741,,synonym,,"A junior subjective synonym of Tinea anthyllidella Hübner, [1813] (Sattler 1965: 53 (Aproaerema))."
730,742,,synonym,,"An incorrect subsequent spelling of Tinea anthyllidella Hübner, [1813]."
730,743,,synonym,,"An incorrect subsequent spelling of Tinea anthyllidella Hübner, [1813]."
744,745,,synonym,,
746,747,,synonym,,
749,750,,synonym,,
751,752,,synonym,,
751,753,,synonym,,"An unavailable name that was attributed to Mann but does not meet the availability criteria of the Code (Edn 4), Article 12; it was subsequently made nomenclaturally available by Herrich-Schäffer, 1854."
751,754,,synonym,,"A junior subjective synonym of Anacampsis captivella Herrich-Schäffer, 1854 (Wolff 1958: 270 (Stomopteryx))."
751,755,,synonym,,"An incorrect subsequent spelling of Gelechia sarothamnella Zeller, 1868."
756,757,,synonym,,
758,759,,synonym,,
758,760,,synonym,,"A junior subjective synonym of Phalaena cinctella Clerck, 1759 (Werneburg 1864(1): 278 (no genus))."
758,761,,synonym,,"A junior subjective synonym of Phalaena cinctella Clerck, 1759 (Leraut 1997: 125 (Syncopacma))."
758,762,,synonym,,"A junior subjective synonym of Phalaena cinctella Clerck, 1759 (Leraut 1997: 125 (Syncopacma))."
758,763,,synonym,,"A junior subjective synonym of Tinea ligulella [Denis & Schiffermüller], 1775 (Douglas 1850: 62 (Gelechia))."
758,764,,synonym,,"A junior conditionally proposed name; a junior subjective synonym of Phalaena vorticella Scopoli, 1763 (Snellen 1882: 675 (Anacampsis))."
758,765,,synonym,,An unavailable infrasubspecific name.
758,766,,synonym,,"A junior subjective synonym of Phalaena cinctella Clerck, 1759 (Ponomarenko 2008: 328 (Syncopacma))."
758,767,,synonym,,"A junior subjective synonym of Phalaena vorticella Scopoli, 1763 (Wolff 1958: 242 (Stomopteryx))."
768,769,,synonym,,
770,771,,synonym,,
770,772,,synonym,,"An unavailable name that was attributed to Fischer von Röslerstamm but does not meet the availability criteria of the Code (Edn 4), Article 12; it was subsequently made nomenclaturally available by Bruand, [1851]."
770,773,,synonym,,"A junior secondary homonym and junior subjective synonym of Lita cincticulella Bruand, [1851]."
774,775,,synonym,,
776,777,,synonym,,
778,779,,synonym,,
778,780,,synonym,,"An incorrect subsequent spelling of Lita coronillella Treitschke, 1833."
781,782,,synonym,,
783,784,,synonym,,"An incorrect subsequent spelling of Aproaerema crotolariella Busck, 1900."
785,786,,synonym,,
785,787,,synonym,,An unavailable infrasubspecific name.
789,790,,synonym,,
791,792,,synonym,,
793,794,,synonym,,
795,796,,synonym,,
797,798,,synonym,,
799,800,,synonym,,
801,802,,synonym,,"A junior subjective synonym of Aproaerema genistae Walsingham, 1908 (Klimesch 1984: 163 (Syncopacma))."
803,804,,synonym,,
805,806,,synonym,,
807,808,,synonym,,
809,810,,synonym,,
811,812,,synonym,,
813,814,,synonym,,
815,816,,synonym,,
818,819,,synonym,,
820,821,,synonym,,
822,823,,synonym,,
822,824,,synonym,,"A junior subjective synonym of Anacampsis linella Chrétien, 1904 (Elsner, Huemer & Tokár 1999: 51 (Syncopacma))."
826,827,,synonym,,
828,829,,synonym,,
831,832,,synonym,,
831,833,,synonym,,"An incorrect subsequent spelling of Stomopteryx metadesma Meyrick, 1927."
835,836,,synonym,,
837,838,,synonym,,
839,840,,synonym,,
841,842,,synonym,,
844,845,,synonym,,
846,847,,synonym,,
846,848,,synonym,,"A junior subjective synonym of Syncopacma oxyspila Meyrick, 1909 (Janse 1951: 262 (Syncopacma))."
846,849,,synonym,,"An incorrect subsequent spelling of Anacampsis oxyspila Meyrick, 1909."
850,851,,synonym,,
852,853,,synonym,,
852,854,,synonym,,"An unavailable name that was attributed to Zeller but does not meet the availability criteria of the Code (Edn 4), Article 12; it was subsequently made nomenclaturally available by Mann, 1857."
852,855,,synonym,,"A junior subjective synonym of Gelechia patruella Mann, 1857 ()."
852,856,,synonym,,"An incorrect subsequent spelling of Anacampsis fulvistillella Rebel, 1891."
857,858,,synonym,,
859,860,,synonym,,
859,861,,synonym,,"An unavailable name that was first published as a junior synonym of Anacampsis polychromella Rebel and was not subsequently made nomenclaturally available (Code (Edn 4), Article 11.6)."
859,862,,synonym,,"A junior subjective synonym of Anacampsis polychromella Rebel, 1902 (Park 1996b: 61, pl. 1, fig. 7 (Syncopacma))."
859,863,,synonym,,"An incorrect subsequent spelling of argyrolobiella Caradja, 1920, itself an unavailable name."
864,865,,synonym,,
866,867,,synonym,,"An unavailable name that was attributed to Peyerimhoff (‘Peyerhimoff’ [sic!]) but does not meet the availability criteria of the Code (Edn 4), Article 12; it was not subsequently made nomenclaturally available. The identity of A. sandella is unknown; it was originally placed between A. azosterella Herrich-Schäffer and A. ligulella Zeller and is not recorded in the French Liste (Leraut 1992, 1997)."
868,869,,synonym,,
870,871,,synonym,,
870,872,,synonym,,"A junior subjective synonym of Gelechia semicostella Staudinger, 1871 (Bidzilya 2002a: 230 (Syncopacma)."
873,874,,synonym,,
875,876,,synonym,,
877,878,,synonym,,
879,880,,synonym,,
881,882,,synonym,,
883,884,,synonym,,
885,886,,synonym,,
887,888,,synonym,,
889,890,,synonym,,
889,891,,synonym,,"A junior subjective synonym of Gelechia (Brachmia) taeniolella Zeller, 1839 (Meyrick 1895: 581 (Anacampsis)), Phalaena cinctella Clerck, 1759 (Bradley 1972: 23 (Syncopacma)), Lita unicolorella Duponchel, [1843] (Rebel 1901b: 153 (Xystophora ?), (Gaede 1937: 86 (Aristotelia)), Gelechia (Brachmia) taeniolella Zeller, 1839 (Heckford & al. 2019: 179 (Aproaerema))."
892,893,,synonym,,
892,894,,synonym,,"An unavailable name that does not meet the availability criteria of the Code (Edn 4), Article 13; it was subsequently made nomenclaturally available by Amsel, 1935."
896,897,,synonym,,
898,899,,synonym,,An unavailable infrasubspecific name.
898,900,,synonym,,"A junior subjective synonym of Aproaerema vinella Bankes, 1898 (Karsholt 1995: 149 (Syncopacma))."
901,902,,synonym,,
903,904,,synonym,,
903,905,,synonym,,"A junior subjective synonym of Stomopteryx wormiella Wolff, 1958 (Nel & Varenne 2017b: 122 (Syncopacma))."
909,910,,synonym,,"A junior homonym of Stenovalva Amsel, 1955 (Lepidoptera, Gelechiidae); the objective replacement name is Araeovalva Janse, 1960."
911,912,,synonym,,
917,918,,synonym,,"A junior subjective synonym of Ardozyga Lower, 1902 (Edwards 1996: 109)."
917,919,,synonym,,"A junior subjective synonym of Ardozyga Lower, 1902. Syn. nov."
